Name,Category,Location,Lat,Lon,Description,Municipality,Province,Tags,PhotoHint,Image_URL
Lucban Public Market,Pasalubong Store/Family,"Lucban, Quezon",14.1145098,121.5521063,"The bustling trade center of Lucban, Quezon, offering fresh local produce, regional delicacies, and native handicrafts.",Lucban,Quezon,pasalubong store|family,Lucban Public Market Lucban Quezon Philippines,
Lucban Municipal Plaza,Nature Park/Family/Relaxation,"Lucban, Quezon",14.1140891,121.554593,"A key community gathering space in the heart of Lucban, perfect for leisure, events, and experiencing the local Quezon lifestyle.",Lucban,Quezon,nature park|family|relaxation,Lucban Municipal Plaza Lucban Quezon Philippines,
Bangihan sa Lucban,Restaurant/Romantic,"Lucban, Quezon",14.12717863,121.5600203,A popular dining spot in Lucban serving authentic Quezon dishes and affordable comfort food favored by locals.,Lucban,Quezon,restaurant|romantic,Bangihan sa Lucban Lucban Quezon Philippines,
"St. Bonaventure Parish - Brgy. Lual Pob. Mauban, Quezon (Diocese of Lucena)",Historical Site/Family,"Mauban, Quezon",14.19215558,121.7314482,"The central religious and historical landmark of Mauban, serving as the spiritual heart of the Catholic community in Quezon.",Mauban,Quezon,historical site|family,"St. Bonaventure Parish - Brgy. Lual Pob. Mauban, Quezon (Diocese of Lucena) Mauban Quezon Philippines",
Mauban Public Market,Pasalubong Store/Family,"Mauban, Quezon",14.18837742,121.7312005,"The bustling trade center of Mauban, Quezon, offering fresh local produce, regional delicacies, and native handicrafts.",Mauban,Quezon,pasalubong store|family,Mauban Public Market Mauban Quezon Philippines,
Mauban Municipal Plaza,Nature Park/Family/Relaxation,"Mauban, Quezon",14.19015883,121.7316053,"A key community gathering space in the heart of Mauban, perfect for leisure, events, and experiencing the local Quezon lifestyle.",Mauban,Quezon,nature park|family|relaxation,Mauban Municipal Plaza Mauban Quezon Philippines,
Isla Cafe,Restaurant/Romantic,"Mauban, Quezon",14.19003251,121.7306007,A popular dining spot in Mauban serving authentic Quezon dishes and affordable comfort food favored by locals.,Mauban,Quezon,restaurant|romantic,Isla Cafe Mauban Quezon Philippines,
"Sto. Padre Pio Parish Church - Bantigue, Pagbilao, Quezon (Diocese of Lucena)",Historical Site/Family,"Pagbilao, Quezon",13.9504643,121.6877568,"The central religious and historical landmark of Pagbilao, serving as the spiritual heart of the Catholic community in Quezon.",Pagbilao,Quezon,historical site|family,"Sto. Padre Pio Parish Church - Bantigue, Pagbilao, Quezon (Diocese of Lucena) Pagbilao Quezon Philippines",
Pagbilao Public Market,Pasalubong Store/Family,"Pagbilao, Quezon",13.96919319,121.688254,"The bustling trade center of Pagbilao, Quezon, offering fresh local produce, regional delicacies, and native handicrafts.",Pagbilao,Quezon,pasalubong store|family,Pagbilao Public Market Pagbilao Quezon Philippines,
Pagbilao Municipal Plaza,Nature Park/Family/Relaxation,"Pagbilao, Quezon",13.9713796,121.686516,"A key community gathering space in the heart of Pagbilao, perfect for leisure, events, and experiencing the local Quezon lifestyle.",Pagbilao,Quezon,nature park|family|relaxation,Pagbilao Municipal Plaza Pagbilao Quezon Philippines,
PaLayIsdaan Ihaw-Ihaw,Restaurant/Romantic,"Pagbilao, Quezon",13.96091717,121.6560084,A popular dining spot in Pagbilao serving authentic Quezon dishes and affordable comfort food favored by locals.,Pagbilao,Quezon,restaurant|romantic,PaLayIsdaan Ihaw-Ihaw Pagbilao Quezon Philippines,
San Diego de Alcala Cathedral,Historical Site/Family,"Gumaca, Quezon",13.92172129,122.0996847,"The central religious and historical landmark of Gumaca, serving as the spiritual heart of the Catholic community in Quezon.",Gumaca,Quezon,historical site|family,San Diego de Alcala Cathedral Gumaca Quezon Philippines,
Gumaca Public Market,Pasalubong Store/Family,"Gumaca, Quezon",13.92111412,122.1017163,"The bustling trade center of Gumaca, Quezon, offering fresh local produce, regional delicacies, and native handicrafts.",Gumaca,Quezon,pasalubong store|family,Gumaca Public Market Gumaca Quezon Philippines,
Gumaca Municipal Plaza,Nature Park/Family/Relaxation,"Gumaca, Quezon",13.92157503,122.0984355,"A key community gathering space in the heart of Gumaca, perfect for leisure, events, and experiencing the local Quezon lifestyle.",Gumaca,Quezon,nature park|family|relaxation,Gumaca Municipal Plaza Gumaca Quezon Philippines,
Don Therogs Grill and Resto Bar,Restaurant/Romantic,"Gumaca, Quezon",13.91714417,122.1010068,A popular dining spot in Gumaca serving authentic Quezon dishes and affordable comfort food favored by locals.,Gumaca,Quezon,restaurant|romantic,Don Therogs Grill and Resto Bar Gumaca Quezon Philippines,
Cathedral Parish of the Divine Infant Jesus of Prague and Saint Mark the Evangelist (Roman Catholic Prelature of Infanta),Historical Site/Family,"Infanta, Quezon",14.74859556,121.6495188,"The central religious and historical landmark of Infanta, serving as the spiritual heart of the Catholic community in Quezon.",Infanta,Quezon,historical site|family,Cathedral Parish of the Divine Infant Jesus of Prague and Saint Mark the Evangelist (Roman Catholic Prelature of Infanta) Infanta Quezon Philippines,
Infanta Public Market,Pasalubong Store/Family,"Infanta, Quezon",14.74813208,121.6504688,"The bustling trade center of Infanta, Quezon, offering fresh local produce, regional delicacies, and native handicrafts.",Infanta,Quezon,pasalubong store|family,Infanta Public Market Infanta Quezon Philippines,
Infanta Municipal Plaza,Nature Park/Family/Relaxation,"Infanta, Quezon",14.74710952,121.6490436,"A key community gathering space in the heart of Infanta, perfect for leisure, events, and experiencing the local Quezon lifestyle.",Infanta,Quezon,nature park|family|relaxation,Infanta Municipal Plaza Infanta Quezon Philippines,
PORTI 8 RESTAURANT,Restaurant/Romantic,"Infanta, Quezon",14.74223904,121.6455521,A popular dining spot in Infanta serving authentic Quezon dishes and affordable comfort food favored by locals.,Infanta,Quezon,restaurant|romantic,PORTI 8 RESTAURANT Infanta Quezon Philippines,
"St. Raphael the Archangel Parish Church - Poblacion I, Real, Quezon (Prelature of Infanta)",Historical Site/Family,"Real, Quezon",14.6635037,121.6016311,"The central religious and historical landmark of Real, serving as the spiritual heart of the Catholic community in Quezon.",Real,Quezon,historical site|family,"St. Raphael the Archangel Parish Church - Poblacion I, Real, Quezon (Prelature of Infanta) Real Quezon Philippines",
Real Public Market,Pasalubong Store/Family,"Real, Quezon",14.66232564,121.6056973,"The bustling trade center of Real, Quezon, offering fresh local produce, regional delicacies, and native handicrafts.",Real,Quezon,pasalubong store|family,Real Public Market Real Quezon Philippines,
Real Municipal Plaza,Nature Park/Family/Relaxation,"Real, Quezon",14.66713131,121.6025886,"A key community gathering space in the heart of Real, perfect for leisure, events, and experiencing the local Quezon lifestyle.",Real,Quezon,nature park|family|relaxation,Real Municipal Plaza Real Quezon Philippines,
Eva's Kitchenette,Restaurant/Romantic,"Real, Quezon",14.66344608,121.6041032,A popular dining spot in Real serving authentic Quezon dishes and affordable comfort food favored by locals.,Real,Quezon,restaurant|romantic,Eva's Kitchenette Real Quezon Philippines,
Our Lady of Angels Parish Church,Historical Site/Family,"Atimonan, Quezon",14.01406031,121.9176138,"The central religious and historical landmark of Atimonan, serving as the spiritual heart of the Catholic community in Quezon.",Atimonan,Quezon,historical site|family,Our Lady of Angels Parish Church Atimonan Quezon Philippines,
Atimonan Public Market,Pasalubong Store/Family,"Atimonan, Quezon",14.00351881,121.9200589,"The bustling trade center of Atimonan, Quezon, offering fresh local produce, regional delicacies, and native handicrafts.",Atimonan,Quezon,pasalubong store|family,Atimonan Public Market Atimonan Quezon Philippines,
Atimonan Municipal Plaza,Nature Park/Family/Relaxation,"Atimonan, Quezon",14.00207906,121.9205692,"A key community gathering space in the heart of Atimonan, perfect for leisure, events, and experiencing the local Quezon lifestyle.",Atimonan,Quezon,nature park|family|relaxation,Atimonan Municipal Plaza Atimonan Quezon Philippines,
Robert's Kainan,Restaurant/Romantic,"Atimonan, Quezon",14.00208438,121.8700783,A popular dining spot in Atimonan serving authentic Quezon dishes and affordable comfort food favored by locals.,Atimonan,Quezon,restaurant|romantic,Robert's Kainan Atimonan Quezon Philippines,
Barasoain Church (Our Lady of Mount Carmel Parish),Historical Site/Family,"Malolos, Bulacan",14.84995548,120.8127893,"The central religious and historical landmark of Malolos, serving as the spiritual heart of the Catholic community in Bulacan.",Malolos,Bulacan,historical site|family,Barasoain Church (Our Lady of Mount Carmel Parish) Malolos Bulacan Philippines,
Malolos Public Market,Pasalubong Store/Family,"Malolos, Bulacan",14.84376724,120.8140607,"The bustling trade center of Malolos, Bulacan, offering fresh local produce, regional delicacies, and native handicrafts.",Malolos,Bulacan,pasalubong store|family,Malolos Public Market Malolos Bulacan Philippines,
Malolos Municipal Plaza,Nature Park/Family/Relaxation,"Malolos, Bulacan",14.8612012,120.8101719,"A key community gathering space in the heart of Malolos, perfect for leisure, events, and experiencing the local Bulacan lifestyle.",Malolos,Bulacan,nature park|family|relaxation,Malolos Municipal Plaza Malolos Bulacan Philippines,
Bistro Maloleño,Restaurant/Romantic,"Malolos, Bulacan",14.84339997,120.8105738,A popular dining spot in Malolos serving authentic Bulacan dishes and affordable comfort food favored by locals.,Malolos,Bulacan,restaurant|romantic,Bistro Maloleño Malolos Bulacan Philippines,
San Francisco de Assisi Parish Church,Historical Site/Family,"Meycauayan, Bulacan",14.73932859,120.9571274,"The central religious and historical landmark of Meycauayan, serving as the spiritual heart of the Catholic community in Bulacan.",Meycauayan,Bulacan,historical site|family,San Francisco de Assisi Parish Church Meycauayan Bulacan Philippines,
Meycauayan Public Market,Pasalubong Store/Family,"Meycauayan, Bulacan",14.7366179,120.9573258,"The bustling trade center of Meycauayan, Bulacan, offering fresh local produce, regional delicacies, and native handicrafts.",Meycauayan,Bulacan,pasalubong store|family,Meycauayan Public Market Meycauayan Bulacan Philippines,
Meycauayan Municipal Plaza,Nature Park/Family/Relaxation,"Meycauayan, Bulacan",14.74118016,120.9596016,"A key community gathering space in the heart of Meycauayan, perfect for leisure, events, and experiencing the local Bulacan lifestyle.",Meycauayan,Bulacan,nature park|family|relaxation,Meycauayan Municipal Plaza Meycauayan Bulacan Philippines,
Tsibog Meycauayan's Original Binalot,Restaurant/Romantic,"Meycauayan, Bulacan",14.74028895,120.9584692,A popular dining spot in Meycauayan serving authentic Bulacan dishes and affordable comfort food favored by locals.,Meycauayan,Bulacan,restaurant|romantic,Tsibog Meycauayan's Original Binalot Meycauayan Bulacan Philippines,
"St. Joseph the Worker Parish Church - City of San José del Monte, Bulacán (Diocese of Malolos)",Historical Site/Family,"San Jose del Monte, Bulacan",14.81165103,121.0490389,"The central religious and historical landmark of San Jose del Monte, serving as the spiritual heart of the Catholic community in Bulacan.",San Jose del Monte,Bulacan,historical site|family,"St. Joseph the Worker Parish Church - City of San José del Monte, Bulacán (Diocese of Malolos) San Jose del Monte Bulacan Philippines",
Tungko Wet Market,Pasalubong Store/Family,"San Jose del Monte, Bulacan",14.79116328,121.0734934,"The bustling trade center of San Jose del Monte, Bulacan, offering fresh local produce, regional delicacies, and native handicrafts.",San Jose del Monte,Bulacan,pasalubong store|family,Tungko Wet Market San Jose del Monte Bulacan Philippines,
San Jose del Monte Municipal Plaza,Nature Park/Family/Relaxation,"San Jose del Monte, Bulacan",14.8281852,121.044669,"A key community gathering space in the heart of San Jose del Monte, perfect for leisure, events, and experiencing the local Bulacan lifestyle.",San Jose del Monte,Bulacan,nature park|family|relaxation,San Jose del Monte Municipal Plaza San Jose del Monte Bulacan Philippines,
888 Eat. Eat. Eat.,Restaurant/Romantic,"San Jose del Monte, Bulacan",14.82288545,121.0443214,A popular dining spot in San Jose del Monte serving authentic Bulacan dishes and affordable comfort food favored by locals.,San Jose del Monte,Bulacan,restaurant|romantic,888 Eat. Eat. Eat. San Jose del Monte Bulacan Philippines,
Minor Basilica and Parish of La Purísima Concepción,Historical Site/Family,"Santa Maria, Bulacan",14.8224957,120.9633217,"The central religious and historical landmark of Santa Maria, serving as the spiritual heart of the Catholic community in Bulacan.",Santa Maria,Bulacan,historical site|family,Minor Basilica and Parish of La Purísima Concepción Santa Maria Bulacan Philippines,
Santa Maria Public Market,Pasalubong Store/Family,"Santa Maria, Bulacan",14.82211841,120.9606322,"The bustling trade center of Santa Maria, Bulacan, offering fresh local produce, regional delicacies, and native handicrafts.",Santa Maria,Bulacan,pasalubong store|family,Santa Maria Public Market Santa Maria Bulacan Philippines,
Santa Maria Municipal Plaza,Nature Park/Family/Relaxation,"Santa Maria, Bulacan",14.81967634,120.9606142,"A key community gathering space in the heart of Santa Maria, perfect for leisure, events, and experiencing the local Bulacan lifestyle.",Santa Maria,Bulacan,nature park|family|relaxation,Santa Maria Municipal Plaza Santa Maria Bulacan Philippines,
